"type"," text " 
"ham"," Need   a   coffee   run   tomo ? Can ' t   believe   it ' s   that   time   of   week   already " 

"ham"," Awesome
"ham"," Shit   that   is   really   shocking   and   scary
"ham"," Oh   and   by   the   way   you   do   have   more   food   in   your   fridge !   Want   to   go   out   for   a   meal   tonight ? " 

"ham"," He   is   a   womdarfull   actor " 

"spam"," SMS .   ac   Blind   Date   4 U ! :   Rodds1   is   21 / m   from   Aberdeen
"ham"," Yup ...   From   what   i   remb ...   I   think   should   be   can   book ... " 

"ham"," Jos   ask   if   u   wana   meet   up ? " 

"ham"," Lol   yes .   Our   friendship   is   hanging   on   a   thread   cause   u   won ' t   buy   stuff . " 

"spam"," TheMob >   Check   out   our   newest   selection   of   content
"ham"," Where   are   the   garage   keys ?   They   aren ' t   on   the   bookshelf " 

"ham"," Today   is   ACCEPT   DAY .. U   Accept   me   as ?   Brother   Sister   Lover   Dear1   Best1   Clos1   Lvblefrnd   Jstfrnd   Cutefrnd   Lifpartnr   Belovd   Swtheart   Bstfrnd   No   rply   means   enemy " 

"spam"," Think   ur   smart   ?   Win   £ 200   this   week   in   our   weekly   quiz
"ham"," He   says   he ' ll   give   me   a   call   when   his   friend ' s   got   the   money   but   that   he ' s   definitely   buying   before   the   end   of   the   week " 

"ham"," Hi   the   way   I   was   with   u   2 day
"ham"," You   made   my   day .   Do   have   a   great   day   too . " 

"ham"," K . k : ) advance   happy   pongal . " 

"ham"," Hmmm ...   Guess   we   can   go   4   kb   n   power   yoga ...   Haha
"ham"," Not   really   dude
"spam"," December   only !   Had   your   mobile   11 mths + ?   You   are   entitled   to   update   to   the   latest   colour   camera   mobile   for   Free !   Call   The   Mobile   Update   Co   FREE   on   08002986906 " 

"ham"," Coffee   cake
"ham"," Merry   Christmas   to   you   too   babe
"ham"," Hey ...   Why   dont   we   just   go   watch   x   men   and   have   lunch ...   Haha " 

"ham"," cud   u   tell   ppl   im   gona   b   a   bit   l8   cos   2   buses   hav   gon   past   cos   they   were   full   &   im   still   waitin   4   1.   Pete   x " 

"ham"," That   would   be   great .   We ' ll   be   at   the   Guild .   Could   meet   on   Bristol   road   or   somewhere   -   will   get   in   touch   over   weekend .   Our   plans   take   flight !   Have   a   good   week " 

"ham"," No   problem .   How   are   you   doing ? " 

"ham"," No   calls .. messages .. missed   calls " 

"ham"," Hi   da : ) how   is   the   todays   class ? " 

"ham"," I ' d   say   that ' s   a   good   sign   but
"ham"," Cool
"ham"," I ' m   reading   the   text   i   just   sent   you .   Its   meant   to   be   a   joke .   So   read   it   in   that   light " 

"ham"," K . k : ) apo   k . good   movie . " 

"ham"," Maybe   i   could   get   book   out   tomo   then   return   it   immediately   .. ?   Or   something . " 

"spam"," Call   Germany   for   only   1   pence   per   minute !   Call   from   a   fixed   line   via   access   number   0844   861   85   85.   No   prepayment .   Direct   access ! " 

"ham"," Any   chance   you   might   have   had   with   me   evaporated   as   soon   as   you   violated   my   privacy   by   stealing   my   phone   number   from   your   employer ' s   paperwork .   Not   cool   at   all .   Please   do   not   contact   me   again   or   I   will   report   you   to   your   supervisor . " 

"spam"," Valentines   Day   Special !   Win   over   £ 1000   in   our   quiz   and   take   your   partner   on   the   trip   of   a   lifetime !   Send   GO   to   83600   now .   150 p / msg   rcvd .   CustCare : 08718720201. " 

"ham"," Ta - Daaaaa !   I   am   home   babe
"ham"," Cool .   So   how   come   you   havent   been   wined   and   dined   before ? " 

"ham"," Just   sleeping .. and   surfing " 

"ham"," Sorry
"ham"," U   calling   me   right ?   Call   my   hand   phone ... " 

"ham"," Ok   that ' s   great   thanx   a   lot . " 

"ham"," I   take   it   the   post   has   come   then !   You   must   have   1000 s   of   texts   now !   Happy   reading .   My   one   from   wiv   hello   caroline   at   the   end   is   my   favourite .   Bless   him " 

"ham"," Where   u   been   hiding   stranger ? " 

"ham"," Am   not   interested   to   do   like   that . " 

"ham"," My   sister   cleared   two   round   in   birla   soft   yesterday . " 

"ham"," Gudnite .... tc ... practice   going   on " 

"ham"," Dis   is   yijue .   I   jus   saw   ur   mail .   In   case   huiming   havent   sent   u   my   num .   Dis   is   my   num . " 

"ham"," One   small   prestige   problem   now . " 

"spam"," Fancy   a   shag ?   I   do . Interested ?   sextextuk . com   txt   XXUK   SUZY   to   69876.   Txts   cost   1.50   per   msg .   TnCs   on   website .   X " 

"ham"," Just   checking   in   on   you .   Really   do   miss   seeing   Jeremiah .   Do   have   a   great   month " 

"ham"," Nah   can ' t   help   you   there
"ham"," If   you ' re   not   in   my   car   in   an   hour   and   a   half   I ' m   going   apeshit " 

"ham"," TODAY   is   Sorry   day . !   If   ever   i   was   angry   with   you
"ham"," Yo   you   guys   ever   figure   out   how   much   we   need   for   alcohol ?   Jay   and   I   are   trying   to   figure   out   how   much   we   can   safely   spend   on   weed " 

"ham"," & lt ; #& gt ;   ISH   MINUTES   WAS   5   MINUTES   AGO .   WTF . " 

"ham"," Thank   You   for   calling . Forgot   to   say   Happy   Onam   to   you   Sirji . I   am   fine   here   and   remembered   you   when   i   met   an   insurance   person . Meet   You   in   Qatar   Insha   Allah . Rakhesh
"spam"," Congratulations   ur   awarded   500   of   CD   vouchers   or   125 gift   guaranteed   &   Free   entry   2   100   wkly   draw   txt   MUSIC   to   87066   TnCs   www . Ldew . com1win150ppmx3age16 " 

"spam"," Ur   cash - balance   is   currently   500   pounds   -   to   maximize   ur   cash - in   now   send   CASH   to   86688   only   150 p / msg .   CC :   08708800282   HG / Suite342 / 2 Lands   Row / W1J6HL " 

"ham"," I ' m   an   actor .   When   i   work
"ham"," Hello !   Just   got   here
"ham"," Ha   ha   cool   cool   chikku   chikku : - ) : - DB - ) " 

"ham"," Oh   ok   no   prob .. " 

"ham"," Check   audrey ' s   status   right   now " 

"ham"," Busy   here .   Trying   to   finish   for   new   year .   I   am   looking   forward   to   finally   meeting   you ... " 

"ham"," Good   afternoon   sunshine !   How   dawns   that   day   ?   Are   we   refreshed   and   happy   to   be   alive ?   Do   we   breathe   in   the   air   and   smile   ?   I   think   of   you
"ham"," Well   i   know   Z   will   take   care   of   me .   So   no   worries . " 

"spam"," Update _ Now   -   Xmas   Offer !   Latest   Motorola
"spam"," Here   is   your   discount   code   RP176781 .   To   stop   further   messages   reply   stop .   www . regalportfolio . co . uk .   Customer   Services   08717205546 " 

"ham"," Wat   uniform ?   In   where   get ? " 

"ham"," Cool
"ham"," Hello   my   boytoy   ...   Geeee   I   miss   you   already   and   I   just   woke   up .   I   wish   you   were   here   in   bed   with   me
"ham"," I   will   spoil   you   in   bed   as   well   : ) " 

"ham"," I ' m   going   for   bath   will   msg   you   next     & lt ; #& gt ;     min .. " 

"ham"," I   cant   keep   talking   to   people   if   am   not   sure   i   can   pay   them   if   they   agree   to   price .   So   pls   tell   me   what   you   want   to   really   buy   and   how   much   you   are   willing   to   pay " 

"spam"," Thanks   for   your   Ringtone   Order
"ham"," Can   you   say   what   happen " 

"ham"," You   could   have   seen   me .. i   did ' t   recognise   you   Face . : ) " 

"ham"," Well   there ' s   not   a   lot   of   things   happening   in   Lindsay   on   New   years   * sighs *   Some   bars   in   Ptbo   and   the   blue   heron   has   something   going " 

"ham"," Keep   my   payasam   there   if   rinu   brings " 

"ham"," I   taught   that   Ranjith   sir   called   me .   So   only   i   sms   like   that .   Becaus   hes   verifying   about   project .   Prabu   told   today   so   only   pa   dont   mistake   me .. " 

"ham"," I   guess   that ' s   why   you   re   worried .   You   must   know   that   there ' s   a   way   the   body   repairs   itself .   And   i ' m   quite   sure   you   shouldn ' t   worry .   We ' ll   take   it   slow .   First   the   tests
"ham"," Yeah   sure
"ham"," Hey   leave   it .   not   a   big   deal : - )   take   care . " 

"ham"," Hey   i   will   be   late   ah ...   Meet   you   at   945 + " 

"spam"," Double   mins   and   txts   4   6 months   FREE   Bluetooth   on   Orange .   Available   on   Sony
"ham"," It   took   Mr   owl   3   licks " 

"ham"," Customer   place   i   will   call   you . " 

"ham"," Mm   that   time   you   dont   like   fun " 

"spam"," 4 mths   half   price   Orange   line   rental   &   latest   camera   phones   4   FREE .   Had   your   phone   11 mths   ?   Call   MobilesDirect   free   on   08000938767   to   update   now !   or2stoptxt " 

"ham"," Yup   having   my   lunch   buffet   now ..   U   eat   already ? " 

"ham"," Huh   so   late ...   Fr   dinner ? " 

"ham"," Hey   so   this   sat   are   we   going   for   the   intro   pilates   only ?   Or   the   kickboxing   too ? " 

"ham"," Morning   only   i   can   ok . " 

"ham"," Yes   i   think   so .   I   am   in   office   but   my   lap   is   in   room   i   think   thats   on   for   the   last   few   days .   I   didnt   shut   that   down " 

"ham"," Pick   you   up   bout   7.30 ish ?   What   time   are     and   that   going ? " 

"ham"," From   here   after   The   performance   award   is   calculated   every   two   month . not   for   current   one   month   period .. " 

"ham"," Was   actually   sleeping   and   still   might   when   u   call   back .   So   a   text   is   gr8 .   You   rock   sis .   Will   send   u   a   text   wen   i   wake . " 

"ham"," You   are   always   putting   your   business   out   there .   You   put   pictures   of   your   ass   on   facebook .   You   are   one   of   the   most   open   people   i ' ve   ever   met .   Why   would   i   think   a   picture   of   your   room   would   hurt   you
"ham"," Good   evening   Sir
"ham"," Hmmm ... k ... but   i   want   to   change   the   field   quickly   da : - ) i   wanna   get   system   administrator   or   network   administrator .. " 

"spam"," FREE   RINGTONE   text   FIRST   to   87131   for   a   poly   or   text   GET   to   87131   for   a   true   tone !   Help ?   0845   2814032   16   after   1 st   free
"ham"," Dear   how   is   chechi .   Did   you   talk   to   her " 

"ham"," The   hair   cream   has   not   been   shipped . " 

"ham"," None   of   that ' s   happening   til   you   get   here   though " 

"ham"," Yep
"ham"," Haha   get   used   to   driving   to   usf   man
"ham"," All   was   well   until   slightly   disastrous   class   this   pm   with   my   fav   darlings !   Hope   day   off   ok .   Coffee   wld   be   good   as   can ' t   stay   late   tomorrow .   Same   time   +   place   as   always ? " 

"ham"," Hello !   Good   week ?   Fancy   a   drink   or   something   later ? " 

"ham"," Headin   towards   busetop " 

"ham"," Message : some   text   missing *   Sender : Name   Missing *   * Number   Missing   * Sent : Date   missing   * Missing   U   a   lot   thats   y   everything   is   missing   sent   via   fullonsms . com " 

"ham"," Come   by   our   room   at   some   point   so   we   can   iron   out   the   plan   for   this   weekend " 

"ham"," Cos   i   want   it   to   be   your   thing " 

"ham"," Okies ...   I ' ll   go   yan   jiu   too ...   We   can   skip   ard   oso
"ham"," Bring   home   some   Wendy   = D " 

"spam"," 100   dating   service   cal ; l   09064012103   box334sk38ch " 

"ham"," Whatsup   there .   Dont   u   want   to   sleep " 

"ham"," Alright   i   have   a   new   goal   now " 

"spam"," FREE   entry   into   our   £ 250   weekly   competition   just   text   the   word   WIN   to   80086   NOW .   18   T & C   www . txttowin . co . uk " 

"ham"," Alright
"spam"," Send   a   logo   2   ur   lover   -   2   names   joined   by   a   heart .   Txt   LOVE   NAME1   NAME2   MOBNO   eg   LOVE   ADAM   EVE   07123456789   to   87077   Yahoo !   POBox36504W45WQ   TxtNO   4   no   ads   150 p " 

"ham"," Yes : ) from   last   week   itself   i ' m   taking   live   call . " 

"spam"," Someone   has   contacted   our   dating   service   and   entered   your   phone   because   they   fancy   you !   To   find   out   who   it   is   call   from   a   landline   09111032124   .   PoBox12n146tf150p " 

"ham"," Siva   is   in   hostel   aha : - . " 

"spam"," URGENT !   Your   Mobile   number   has   been   awarded   with   a   £ 2000   prize   GUARANTEED .   Call   09058094455   from   land   line .   Claim   3030.   Valid   12 hrs   only " 

"ham"," Send   this   to   ur   friends   and   receive   something   about   ur   voice .....   How   is   my   speaking   expression ?   1. childish   2. naughty   3. Sentiment   4. rowdy   5. ful   of   attitude   6. romantic   7. shy   8. Attractive   9. funny     & lt ; #& gt ;   . irritating     & lt ; #& gt ;   . lovable .   reply   me .. " 

"ham"," Ok .   She ' ll   be   ok .   I   guess " 

"ham"," aathi .. where   are   you   dear .. " 

"ham"," Any   pain   on   urination   any   thing   else ? " 
